frame_index,local_time,utc_time,sample_name,radius_m,direction,dx_vehicle_m,dy_vehicle_m,center_lon,center_lat,sample_lon,sample_lat,heading_deg,heading_convention,dem_sampling_mode,dem_mode,score,raw_score,norm_score,gradient_score,edge_iou,valid_count,valid_ratio,rough_min,rough_max,rough_mean,roughness_scale_m,dem_roughness_window_m,norm_lower_percentile,norm_upper_percentile
77,1780226437397.234,1780226437397.234,center,0.0,center,0.0,0.0,113.05860420706567,28.66603258647195,113.05860420706567,28.66603258647195,244.55246761101012,math,crop_rotate,local_roughness,0.24540183604641824,0.38806957751920035,0.3014729741607835,0.17687044501774954,0.10972646759150403,47191,0.188764,0,255,5.699403762817383,2.5,1.0,2.0,98.0
78,1780226437575.856,1780226437575.856,center,0.0,center,0.0,0.0,113.05860056247163,28.66602622386394,113.05860056247163,28.66602622386394,244.29904585185216,math,crop_rotate,local_roughness,0.21745763150880038,0.35059897485233826,0.2776221713471279,0.14392319392862227,0.11339633129516398,46734,0.186936,0,255,5.714655876159668,2.5,1.0,2.0,98.0
79,1780226437742.9739,1780226437742.9739,center,0.0,center,0.0,0.0,113.05859643203078,28.666018971507846,113.05859643203078,28.666018971507846,243.9438339895843,math,crop_rotate,local_roughness,0.19677055243603328,0.3311849340952729,0.2625575240156481,0.11636425383872624,0.1116827608041792,46812,0.187248,0,255,5.685204029083252,2.5,1.0,2.0,98.0
80,1780226438018.6091,1780226438018.6091,center,0.0,center,0.0,0.0,113.05859295371079,28.666013014482957,113.05859295371079,28.666013014482957,243.72806655378,math,crop_rotate,local_roughness,0.22741912944847195,0.3786761610048953,0.3135944274444205,0.12209376523120145,0.11830941241773055,47002,0.188008,0,255,5.564023971557617,2.5,1.0,2.0,98.0
81,1780226438199.7197,1780226438199.7197,center,0.0,center,0.0,0.0,113.0585892301369,28.66600644551822,113.0585892301369,28.66600644551822,243.4542786134567,math,crop_rotate,local_roughness,0.25615398041314663,0.39582493880477865,0.32719696819703825,0.16932366201061233,0.12020583742059983,46432,0.185728,0,255,5.444888114929199,2.5,1.0,2.0,98.0
82,1780226438375.011,1780226438375.011,center,0.0,center,0.0,0.0,113.0585850519216,28.665999195871766,113.0585850519216,28.665999195871766,243.1690358144241,math,crop_rotate,local_roughness,0.19923537282844073,0.24094389421418982,0.20713632663598383,0.1895786515081102,0.13084957644543138,45830,0.18332,0,255,5.242608070373535,2.5,1.0,2.0,98.0
83,1780226438520.8567,1780226438520.8567,center,0.0,center,0.0,0.0,113.05858118693082,28.66599257564845,113.05858118693082,28.66599257564845,242.92501120553018,math,crop_rotate,local_roughness,0.19266955538930258,0.2280013283256695,0.19365837548014164,0.1914609975004993,0.1337957546381414,45219,0.180876,0,255,5.221640110015869,2.5,1.0,2.0,98.0
84,1780226438804.5818,1780226438804.5818,center,0.0,center,0.0,0.0,113.05857765565317,28.66598656254668,113.05857765565317,28.66598656254668,242.77185510082265,math,crop_rotate,local_roughness,0.216377048020012,0.2881091542409718,0.2598604938176824,0.16323061426730376,0.12718668131496663,44458,0.177832,0,255,5.119795799255371,2.5,1.0,2.0,98.0
85,1780226438981.7686,1780226438981.7686,center,0.0,center,0.0,0.0,113.05857366437378,28.66597982850738,113.05857366437378,28.66597982850738,242.42594178943423,math,crop_rotate,local_roughness,0.21539142171381917,0.2368859019718138,0.21632536813711772,0.21424993164089867,0.13639490884072927,44047,0.176188,0,255,5.076908111572266,2.5,1.0,2.0,98.0
86,1780226439166.304,1780226439166.304,center,0.0,center,0.0,0.0,113.05856954533581,28.665972979190162,113.05856954533581,28.665972979190162,241.98785018374372,math,crop_rotate,local_roughness,0.15986349996350574,0.16015061439803427,0.14296192981653208,0.18052097458758468,0.13332760251010056,43946,0.175784,0,255,5.091279983520508,2.5,1.0,2.0,98.0
87,1780226439314.707,1780226439314.707,center,0.0,center,0.0,0.0,113.05856523335868,28.665965912203525,113.05856523335868,28.665965912203525,241.51354598535806,math,crop_rotate,local_roughness,0.1821075479257359,0.19517327612674523,0.17090756281206113,0.19579641862022734,0.1352154531946508,43290,0.17316,0,255,5.107175827026367,2.5,1.0,2.0,98.0
88,1780226439600.2466,1780226439600.2466,center,0.0,center,0.0,0.0,113.05856082915263,28.6659586778898,113.05856082915263,28.6659586778898,241.01273559854369,math,crop_rotate,local_roughness,0.27402320776701605,0.3266962929100844,0.31109019727033344,0.2287191094851836,0.13322135785007072,42724,0.170896,0,255,4.911692142486572,2.5,1.0,2.0,98.0
89,1780226439770.9658,1780226439770.9658,center,0.0,center,0.0,0.0,113.05855610039238,28.665951355610044,113.05855610039238,28.665951355610044,240.55246643659353,math,crop_rotate,local_roughness,0.21096026290292413,0.24373497616113868,0.2173314477199012,0.20317325923772994,0.13781853452076537,43011,0.172044,0,255,4.88178014755249,2.5,1.0,2.0,98.0
90,1780226439963.7615,1780226439963.7615,center,0.0,center,0.0,0.0,113.05855165698213,28.665944610953115,113.05855165698213,28.665944610953115,240.23437830622396,math,crop_rotate,local_roughness,0.16144864668808284,0.1489419625278795,0.12149767017382462,0.21027761798328734,0.13605803255484783,42803,0.171212,0,255,5.010471820831299,2.5,1.0,2.0,98.0
91,1780226440155.1338,1780226440155.1338,center,0.0,center,0.0,0.0,113.05854618216384,28.66593621167656,113.05854618216384,28.66593621167656,239.859738005908,math,crop_rotate,local_roughness,0.15264796632749084,0.12735837706546066,0.08918082460865027,0.23021891731718483,0.1428947137722451,43452,0.173808,0,255,5.276628017425537,2.5,1.0,2.0,98.0
92,1780226440408.0227,1780226440408.0227,center,0.0,center,0.0,0.0,113.05854096711744,28.66592846055514,113.05854096711744,28.66592846055514,239.37983021104617,math,crop_rotate,local_roughness,0.24785985201820415,0.28841557546333096,0.3051351773038718,0.1778566766690548,0.136826513608591,40928,0.163712,0,255,4.7545318603515625,2.5,1.0,2.0,98.0
93,1780226440597.804,1780226440597.804,center,0.0,center,0.0,0.0,113.05853513624199,28.665919849543858,113.05853513624199,28.665919849543858,238.76191160481213,math,crop_rotate,local_roughness,0.15296680360673764,0.16464375852574004,0.14333993097659245,0.16473298126580402,0.13845716451857468,40036,0.160144,0,255,4.624556064605713,2.5,1.0,2.0,98.0
94,1780226440789.8872,1780226440789.8872,center,0.0,center,0.0,0.0,113.05852920829942,28.665911220232534,113.05852920829942,28.665911220232534,238.13481483962744,math,crop_rotate,local_roughness,0.15034409334849658,0.15394883825858857,0.12578706421992739,0.18035824006119225,0.14143581740148264,39004,0.156016,0,255,4.526219844818115,2.5,1.0,2.0,98.0
95,1780226441053.6128,1780226441053.6128,center,0.0,center,0.0,0.0,113.05852359713339,28.665903451376007,113.05852359713339,28.665903451376007,237.53836812919394,math,crop_rotate,local_roughness,0.25591763165213394,0.29636380833960924,0.29845523050744877,0.2039272330511936,0.143347812910395,37721,0.150884,0,255,4.371151924133301,2.5,1.0,2.0,98.0
96,1780226441243.8987,1780226441243.8987,center,0.0,center,0.0,0.0,113.0585172992188,28.665894911163647,113.0585172992188,28.665894911163647,236.9633731382808,math,crop_rotate,local_roughness,0.22314910847729208,0.2543682874040068,0.26225366538263817,0.17535465003742456,0.13814306210288993,37020,0.14808,0,255,4.337443828582764,2.5,1.0,2.0,98.0
97,1780226441432.8523,1780226441432.8523,center,0.0,center,0.0,0.0,113.05851093610517,28.665886456220708,113.05851093610517,28.665886456220708,236.36841221549582,math,crop_rotate,local_roughness,0.18724497084439223,0.17339337925985399,0.17471623754149,0.202557867103495,0.143555781966378,37408,0.149632,0,255,4.341748237609863,2.5,1.0,2.0,98.0
98,1780226441705.2273,1780226441705.2273,center,0.0,center,0.0,0.0,113.05850442319131,28.665878127316244,113.05850442319131,28.665878127316244,235.7288476190523,math,crop_rotate,local_roughness,0.19394791109215087,0.19437992710739016,0.20743474524977842,0.1774640026772727,0.13737854041761421,36674,0.146696,0,255,4.323328018188477,2.5,1.0,2.0,98.0
99,1780226441886.6,1780226441886.6,center,0.0,center,0.0,0.0,113.05849851568904,28.665870617597854,113.05849851568904,28.665870617597854,235.08097940223112,math,crop_rotate,local_roughness,0.1682776236183645,0.15942148895834862,0.15933088787467956,0.17921252286064615,0.13962725328444853,37300,0.1492,0,255,4.618988037109375,2.5,1.0,2.0,98.0
100,1780226442062.4424,1780226442062.4424,center,0.0,center,0.0,0.0,113.05849250771509,28.66586332411702,113.05849250771509,28.66586332411702,234.52456447299394,math,crop_rotate,local_roughness,0.21284932328010076,0.2358724098468973,0.24123199523147035,0.1781593908950935,0.14005194805194804,36570,0.14628,0,255,4.389520168304443,2.5,1.0,2.0,98.0
101,1780226442224.8162,1780226442224.8162,center,0.0,center,0.0,0.0,113.05848644881242,28.66585605371978,113.05848644881242,28.66585605371978,233.6324414927473,math,crop_rotate,local_roughness,0.1965466551971,0.18513449378091948,0.19254780062471777,0.20143414411890045,0.14995706311721768,35706,0.142824,0,255,4.253444194793701,2.5,1.0,2.0,98.0
102,1780226442508.645,1780226442508.645,center,0.0,center,0.0,0.0,113.05847981603908,28.665848306497477,113.05847981603908,28.665848306497477,232.76528183867296,math,crop_rotate,local_roughness,0.30736703050653463,0.364824668161811,0.36423627641415157,0.237860174397225,0.14264296423216963,35564,0.142256,0,255,4.385332107543945,2.5,1.0,2.0,98.0
103,1780226442717.5938,1780226442717.5938,center,0.0,center,0.0,0.0,113.05847306948546,28.66584067298283,113.05847306948546,28.66584067298283,231.8653077632316,math,crop_rotate,local_roughness,0.2969009818776851,0.37193030851404185,0.37189553192171854,0.2052409762683109,0.1474372955288986,35074,0.140296,0,255,4.39356803894043,2.5,1.0,2.0,98.0
104,1780226442899.3203,1780226442899.3203,center,0.0,center,0.0,0.0,113.05846689286729,28.665834023360603,113.05846689286729,28.665834023360603,231.16235886183776,math,crop_rotate,local_roughness,0.23263363045002736,0.2626436147396912,0.2616975080800748,0.19711111334663603,0.13756727664155005,35222,0.140888,0,255,4.370172023773193,2.5,1.0,2.0,98.0
105,1780226443074.897,1780226443074.897,center,0.0,center,0.0,0.0,113.0584613414164,28.665828123607195,113.0584613414164,28.665828123607195,230.3379054582079,math,crop_rotate,local_roughness,0.25935305907045636,0.3180545660284613,0.3180064860207505,0.18766553724231905,0.13135500763691904,34567,0.138268,0,255,4.44239616394043,2.5,1.0,2.0,98.0
106,1780226443321.7866,1780226443321.7866,center,0.0,center,0.0,0.0,113.05845513366421,28.66582167588612,113.05845513366421,28.66582167588612,229.50491909941033,math,crop_rotate,local_roughness,0.3083682343232927,0.3634285062621774,0.3633938625809799,0.24111468867500832,0.14218540080609046,34004,0.136016,0,255,4.4505839347839355,2.5,1.0,2.0,98.0
107,1780226443501.1743,1780226443501.1743,center,0.0,center,0.0,0.0,113.05844944743777,28.66581604622865,113.05844944743777,28.66581604622865,228.8719355608747,math,crop_rotate,local_roughness,0.3548675255330045,0.41336519704827424,0.41334283201371314,0.28339770650102725,0.14563996791566403,33318,0.133272,0,255,4.408356189727783,2.5,1.0,2.0,98.0
108,1780226443668.46,1780226443668.46,center,0.0,center,0.0,0.0,113.0584431132243,28.6658098888473,113.0584431132243,28.6658098888473,228.04079372870436,math,crop_rotate,local_roughness,0.2484750392175628,0.30253568817058085,0.30248800720070573,0.18245918946038814,0.1396100278551532,34090,0.13636,0,255,4.637132167816162,2.5,1.0,2.0,98.0
109,1780226443809.8865,1780226443809.8865,center,0.0,center,0.0,0.0,113.05843677454243,28.665803810738748,113.05843677454243,28.665803810738748,227.36217389402506,math,crop_rotate,local_roughness,0.2743990705105534,0.3280955660943747,0.3280483723917488,0.20882770154464783,0.1479498861047836,33593,0.134372,0,255,4.576519966125488,2.5,1.0,2.0,98.0
110,1780226444080.3071,1780226444080.3071,center,0.0,center,0.0,0.0,113.05843099119792,28.665798457889736,113.05843099119792,28.665798457889736,226.86312954326058,math,crop_rotate,local_roughness,0.3118673156092804,0.3846649444777859,0.38463477200665763,0.2229293133458192,0.14728682170542637,33048,0.132192,0,255,4.652719974517822,2.5,1.0,2.0,98.0
111,1780226444250.9622,1780226444250.9622,center,0.0,center,0.0,0.0,113.05842445198726,28.665792517655287,113.05842445198726,28.665792517655287,226.28476802750504,math,crop_rotate,local_roughness,0.29342433016797925,0.378135402719601,0.37810394121022123,0.18992702778301676,0.1489063048309744,32738,0.130952,0,255,4.536684036254883,2.5,1.0,2.0,98.0
112,1780226444383.612,1780226444383.612,center,0.0,center,0.0,0.0,113.05841790990671,28.66578665048293,113.05841790990671,28.66578665048293,225.92797748199234,math,crop_rotate,local_roughness,0.20678207901482332,0.26027811492076236,0.26022180301869824,0.14146686078786502,0.14488636363636365,32237,0.128948,0,255,4.490396022796631,2.5,1.0,2.0,98.0
113,1780226444674.8118,1780226444674.8118,center,0.0,center,0.0,0.0,113.05841139577247,28.665780790395093,113.05841139577247,28.665780790395093,225.58034858301912,math,crop_rotate,local_roughness,0.16417386723435892,0.2329179369740225,0.23285714940854912,0.08022763346590422,0.12892311282230778,32250,0.129,0,255,4.692927837371826,2.5,1.0,2.0,98.0
114,1780226444858.8047,1780226444858.8047,center,0.0,center,0.0,0.0,113.05840479026948,28.665774982013687,113.05840479026948,28.665774982013687,225.22492882626642,math,crop_rotate,local_roughness,0.1411210079599168,0.19418755279578592,0.19412035626630653,0.07634402669655156,0.12840420449116102,31485,0.12594,0,255,4.605259895324707,2.5,1.0,2.0,98.0
115,1780226445041.5964,1780226445041.5964,center,0.0,center,0.0,0.0,113.05839816293324,28.66576918276784,113.05839816293324,28.66576918276784,224.77365532538008,math,crop_rotate,local_roughness,0.18583519531353077,0.2587701761209943,0.25871739456725007,0.09675695178120713,0.1388646288209607,30425,0.1217,0,255,4.545495986938477,2.5,1.0,2.0,98.0
116,1780226445215.5522,1780226445215.5522,center,0.0,center,0.0,0.0,113.0583915327564,28.665763578004544,113.0583915327564,28.665763578004544,224.40704198108529,math,crop_rotate,local_roughness,0.20261709328971367,0.27075471903659626,0.2707078558346733,0.11939505017920737,0.13980707395498393,29539,0.118156,0,255,4.463816165924072,2.5,1.0,2.0,98.0
117,1780226445497.5076,1780226445497.5076,center,0.0,center,0.0,0.0,113.05838412747428,28.66575741204042,113.05838412747428,28.66575741204042,223.79362874172398,math,crop_rotate,local_roughness,0.27570296342304174,0.3231200789098076,0.3230848191579092,0.2177918064137592,0.1466564377956783,29891,0.119564,0,255,4.6243438720703125,2.5,1.0,2.0,98.0
118,1780226445684.0735,1780226445684.0735,center,0.0,center,0.0,0.0,113.05837740143174,28.665751952244406,113.05837740143174,28.665751952244406,223.26783496684513,math,crop_rotate,local_roughness,0.16804031992623233,0.20694689876629582,0.20689687541592228,0.12054897432772238,0.1416043332473562,29501,0.118004,0,255,4.505636215209961,2.5,1.0,2.0,98.0
119,1780226445872.602,1780226445872.602,center,0.0,center,0.0,0.0,113.05837061811238,28.665746498799898,113.05837061811238,28.665746498799898,222.71605026300878,math,crop_rotate,local_roughness,0.1983150939817528,0.23748890311867707,0.2374413295370125,0.15049413941421314,0.14875049583498612,28955,0.11582,0,255,4.474964141845703,2.5,1.0,2.0,98.0
120,1780226446056.1108,1780226446056.1108,center,0.0,center,0.0,0.0,113.05836390348286,28.665741210405614,113.05836390348286,28.665741210405614,222.01017982050186,math,crop_rotate,local_roughness,0.19664704968230898,0.23100359018148495,0.23095550584946212,0.15471449214467733,0.14837506659563132,28740,0.11496,0,255,4.472571849822998,2.5,1.0,2.0,98.0
121,1780226446298.8704,1780226446298.8704,center,0.0,center,0.0,0.0,113.05835708034644,28.66573598973635,113.05835708034644,28.66573598973635,221.2125571096089,math,crop_rotate,local_roughness,0.20525701123349752,0.23181858860648233,0.23177340538143654,0.17284808505268312,0.14565787657048185,27656,0.110624,0,255,4.221799850463867,2.5,1.0,2.0,98.0
122,1780226446478.2993,1780226446478.2993,center,0.0,center,0.0,0.0,113.0583502394773,28.665730891692114,113.0583502394773,28.665730891692114,220.30285899782908,math,crop_rotate,local_roughness,0.23135669643386808,0.27503983045144503,0.27500237538838124,0.17801197771168534,0.15140500489305186,27454,0.109816,0,255,4.309323787689209,2.5,1.0,2.0,98.0
123,1780226446649.5222,1780226446649.5222,center,0.0,center,0.0,0.0,113.05834352424354,28.665725852056678,113.05834352424354,28.665725852056678,219.39476269474724,math,crop_rotate,local_roughness,0.1815667806796767,0.2181821769244721,0.21813886641801944,0.13686756477725778,0.14877536738978306,27359,0.109436,0,255,4.34084415435791,2.5,1.0,2.0,98.0
124,1780226446900.9604,1780226446900.9604,center,0.0,center,0.0,0.0,113.05833655462664,28.665720996514434,113.05833655462664,28.665720996514434,218.47394925023397,math,crop_rotate,local_roughness,0.29650074722052683,0.3025882084121774,0.3025582091061711,0.2890971826936283,0.18375418314572559,25935,0.10374,0,255,4.290071964263916,2.5,1.0,2.0,98.0
125,1780226447080.8801,1780226447080.8801,center,0.0,center,0.0,0.0,113.05832877620541,28.665715762293,113.05832877620541,28.665715762293,217.4539099476246,math,crop_rotate,local_roughness,0.2547285420998351,0.2836983048161275,0.2836658319548303,0.21936074338817427,0.16164090004592072,25288,0.101152,0,255,4.181603908538818,2.5,1.0,2.0,98.0
126,1780226447255.6704,1780226447255.6704,center,0.0,center,0.0,0.0,113.05832167593893,28.665711050962955,113.05832167593893,28.665711050962955,216.36607108198388,math,crop_rotate,local_roughness,0.24555544753635883,0.2533345701332481,0.2532980834607432,0.23609222585100012,0.16353294359298468,24543,0.098172,0,255,4.101180076599121,2.5,1.0,2.0,98.0
127,1780226447504.0918,1780226447504.0918,center,0.0,center,0.0,0.0,113.05831517322582,28.665706951181733,113.05831517322582,28.665706951181733,215.6851892737972,math,crop_rotate,local_roughness,0.28439038333393607,0.2833889992866932,0.2833587071202558,0.2856513209284342,0.18594972532045947,23745,0.09498,0,255,4.028116226196289,2.5,1.0,2.0,98.0
128,1780226447679.6482,1780226447679.6482,center,0.0,center,0.0,0.0,113.05830782687661,28.665702521750895,113.05830782687661,28.665702521750895,214.6904788365181,math,crop_rotate,local_roughness,0.2655534704331493,0.2807999726204716,0.280769603567739,0.2469559743797619,0.17378151260504202,23276,0.093104,0,255,3.9718360900878906,2.5,1.0,2.0,98.0
129,1780226447854.1064,1780226447854.1064,center,0.0,center,0.0,0.0,113.05830113930735,28.665698578990938,113.05830113930735,28.665698578990938,213.8901112437883,math,crop_rotate,local_roughness,0.25824428780567327,0.27367661540529276,0.2736440267100154,0.2394223847003662,0.1625699271062892,22860,0.09144,0,255,4.005939960479736,2.5,1.0,2.0,98.0
130,1780226448081.5828,1780226448081.5828,center,0.0,center,0.0,0.0,113.05829361048535,28.66569426605714,113.05829361048535,28.66569426605714,212.98785181911308,math,crop_rotate,local_roughness,0.2727072468597843,0.29341994086942275,0.2933909643929175,0.24742714765262147,0.1776406035665295,22890,0.09156,0,255,4.169635772705078,2.5,1.0,2.0,98.0
131,1780226448257.228,1780226448257.228,center,0.0,center,0.0,0.0,113.05828676689706,28.66569042917168,113.05828676689706,28.66569042917168,212.21075204688685,math,crop_rotate,local_roughness,0.270547803149107,0.2902529265602521,0.29022113325662463,0.24650262190658537,0.17481557728598388,22823,0.091292,0,255,4.160612106323242,2.5,1.0,2.0,98.0
132,1780226448420.5732,1780226448420.5732,center,0.0,center,0.0,0.0,113.0582798192843,28.66568665493906,113.0582798192843,28.66568665493906,211.38742019790706,math,crop_rotate,local_roughness,0.25140750778693216,0.2752319142915357,0.27519780434506824,0.22233047866032132,0.17093425605536333,22559,0.090236,0,255,4.129983901977539,2.5,1.0,2.0,98.0
133,1780226448586.7344,1780226448586.7344,center,0.0,center,0.0,0.0,113.05827276298818,28.665682912203785,113.05827276298818,28.665682912203785,210.57444073641784,math,crop_rotate,local_roughness,0.2216767916794662,0.2500486399004454,0.25001006297065276,0.18704723787912697,0.16274991231146965,22099,0.088396,0,255,4.100691795349121,2.5,1.0,2.0,98.0
134,1780226448813.0876,1780226448813.0876,center,0.0,center,0.0,0.0,113.05826561729688,28.665679303693285,113.05826561729688,28.665679303693285,209.84315096212643,math,crop_rotate,local_roughness,0.2489210353837661,0.27066153922858244,0.27062876257518725,0.22238936881647356,0.17010586757581195,21734,0.086936,0,255,4.117283821105957,2.5,1.0,2.0,98.0
135,1780226448982.4346,1780226448982.4346,center,0.0,center,0.0,0.0,113.05825836774433,28.66567571843952,113.05825836774433,28.66567571843952,208.9819520272209,math,crop_rotate,local_roughness,0.2398760233560955,0.2659734464397236,0.26593772169314445,0.20802283649970232,0.16819902650081126,21600,0.0864,0,255,4.1118879318237305,2.5,1.0,2.0,98.0
136,1780226449151.7705,1780226449151.7705,center,0.0,center,0.0,0.0,113.05825008703125,28.66567179759713,113.05825008703125,28.66567179759713,208.22651733903353,math,crop_rotate,local_roughness,0.23772915653911295,0.2679560472863745,0.26792144285602737,0.20082747326288414,0.16389290882778582,21446,0.085784,0,255,4.143640041351318,2.5,1.0,2.0,98.0
137,1780226449378.8694,1780226449378.8694,center,0.0,center,0.0,0.0,113.0582417627444,28.66566798246941,113.0582417627444,28.66566798246941,207.59931827970686,math,crop_rotate,local_roughness,0.24702996709965877,0.2852127932594696,0.2851771162912405,0.20040567364328107,0.17115804806991988,21435,0.08574,0,255,4.255675792694092,2.5,1.0,2.0,98.0
138,1780226449546.9756,1780226449546.9756,center,0.0,center,0.0,0.0,113.05823411424046,28.66566459007937,113.05823411424046,28.66566459007937,207.1271477119854,math,crop_rotate,local_roughness,0.20576802403690403,0.2204537527219964,0.22041304946548337,0.18786854851308485,0.1574498062698133,21903,0.087612,0,255,4.375152111053467,2.5,1.0,2.0,98.0
139,1780226449765.133,1780226449765.133,center,0.0,center,0.0,0.0,113.05822557264187,28.665660843418276,113.05822557264187,28.665660843418276,206.5514252270304,math,crop_rotate,local_roughness,0.18095275757120385,0.21259791690571964,0.21255618653565186,0.14232634439243402,0.15842794759825327,22107,0.088428,0,255,4.543923854827881,2.5,1.0,2.0,98.0
140,1780226449935.1921,1780226449935.1921,center,0.0,center,0.0,0.0,113.05821789933661,28.665657548307024,113.05821789933661,28.665657548307024,206.04799842627347,math,crop_rotate,local_roughness,0.07406227308144184,0.09178062287889735,0.0917230527149275,0.05247687575162601,0.1292703862660944,21921,0.087684,0,255,4.529843807220459,2.5,1.0,2.0,98.0
141,1780226450102.4458,1780226450102.4458,center,0.0,center,0.0,0.0,113.05820918968163,28.66565392672391,113.05820918968163,28.66565392672391,205.53569325800282,math,crop_rotate,local_roughness,0.1447720994756176,0.16689692961362063,0.16684737052082252,0.11779121264258932,0.14390499476074048,21832,0.087328,0,255,4.525576114654541,2.5,1.0,2.0,98.0
142,1780226450325.6467,1780226450325.6467,center,0.0,center,0.0,0.0,113.05820041946052,28.66565035695359,113.05820041946052,28.66565035695359,205.17735819894213,math,crop_rotate,local_roughness,0.06728512146831706,0.07815528192315933,0.0780949801155385,0.05407307201060193,0.12552594670406733,21395,0.08558,0,255,4.4509358406066895,2.5,1.0,2.0,98.0
143,1780226450506.47,1780226450506.47,center,0.0,center,0.0,0.0,113.05819242040607,28.665647075843683,113.05819242040607,28.665647075843683,204.75533345693955,math,crop_rotate,local_roughness,0.05502483131102033,0.05499293536389503,0.05493050749000731,0.05514011598114735,0.12729177579884757,21520,0.08608,0,255,4.588699817657471,2.5,1.0,2.0,98.0
144,1780226450672.9531,1780226450672.9531,center,0.0,center,0.0,0.0,113.05818429603973,28.665643934290745,113.05818429603973,28.665643934290745,204.48326648089738,math,crop_rotate,local_roughness,0.028493955059615033,-0.0010616004189265512,-0.001127580559762172,0.06469805414996495,0.1277346506704305,21303,0.085212,0,255,4.565144062042236,2.5,1.0,2.0,98.0
145,1780226450893.428,1780226450893.428,center,0.0,center,0.0,0.0,113.05817609493913,28.665640800973033,113.05817609493913,28.665640800973033,203.95481198638046,math,crop_rotate,local_roughness,0.09720579442159902,0.10350711174668202,0.10344549463876979,0.08957949415616807,0.14215167548500882,21581,0.086324,0,255,4.685507774353027,2.5,1.0,2.0,98.0
146,1780226451058.1218,1780226451058.1218,center,0.0,center,0.0,0.0,113.05816676827467,28.665637269298173,113.05816676827467,28.665637269298173,203.41208879519846,math,crop_rotate,local_roughness,0.045030260302903774,0.02621327729141832,0.026145221976892893,0.06811197381247262,0.1311813186813187,21957,0.087828,0,255,4.837820053100586,2.5,1.0,2.0,98.0
147,1780226451288.1748,1780226451288.1748,center,0.0,center,0.0,0.0,113.05815465406069,28.66563287612789,113.05815465406069,28.66563287612789,202.8269167525037,math,crop_rotate,local_roughness,0.05864232887031303,0.05500053497620891,0.05493041191953045,0.06317911625460285,0.12955953200275291,21880,0.08752,0,255,4.802916049957275,2.5,1.0,2.0,98.0
148,1780226451558.0852,1780226451558.0852,center,0.0,center,0.0,0.0,113.0581441065515,28.665629189000594,113.0581441065515,28.665629189000594,202.0042315790451,math,crop_rotate,local_roughness,0.05977072757101816,0.07128098267790667,0.07121135270476893,0.04578774129643387,0.12682842884185166,21823,0.087292,0,255,4.938263893127441,2.5,1.0,2.0,98.0
149,1780226451782.94,1780226451782.94,center,0.0,center,0.0,0.0,113.05813347769879,28.66562552864143,113.05813347769879,28.66562552864143,201.14559191275134,math,crop_rotate,local_roughness,0.10925011017196576,0.13082772153200578,0.13076491340353844,0.08295423955559916,0.13833854709767118,21833,0.087332,0,255,4.954232215881348,2.5,1.0,2.0,98.0
150,1780226451946.8765,1780226451946.8765,center,0.0,center,0.0,0.0,113.05812356888099,28.665622343410444,113.05812356888099,28.665622343410444,200.31494304910385,math,crop_rotate,local_roughness,0.09610003590592896,0.11911130182334217,0.11904779655398412,0.06805277289163929,0.1316279857699475,22264,0.089056,0,255,5.11605978012085,2.5,1.0,2.0,98.0
151,1780226452171.7693,1780226452171.7693,center,0.0,center,0.0,0.0,113.05811244601762,28.665618876464404,113.05811244601762,28.665618876464404,199.34983438562023,math,crop_rotate,local_roughness,0.055228589924233046,0.061937947577473576,0.06186726200596508,0.047114657379893884,0.1161692800539538,22064,0.088256,0,255,5.009099960327148,2.5,1.0,2.0,98.0
152,1780226452390.3826,1780226452390.3826,center,0.0,center,0.0,0.0,113.05810119303567,28.66561548454442,113.05810119303567,28.66561548454442,198.56885840916212,math,crop_rotate,local_roughness,0.10875876945705554,0.12376230651513673,0.12369307881490675,0.09050572468634846,0.13316708229426433,22719,0.090876,0,255,5.170375823974609,2.5,1.0,2.0,98.0
153,1780226452609.6172,1780226452609.6172,center,0.0,center,0.0,0.0,113.05808958862124,28.665612319839187,113.05808958862124,28.665612319839187,197.73724312992059,math,crop_rotate,local_roughness,0.06970602393565216,0.08841927502287315,0.08834780438560179,0.04692162560793594,0.11691747974202084,22511,0.090044,0,255,5.1143598556518555,2.5,1.0,2.0,98.0
154,1780226452826.8364,1780226452826.8364,center,0.0,center,0.0,0.0,113.05807783051841,28.665609149821844,113.05807783051841,28.665609149821844,196.7308367307189,math,crop_rotate,local_roughness,0.13030342339770126,0.14219774317352693,0.14214032480086758,0.11583609946049798,0.14492753623188406,23174,0.092696,0,255,5.150524139404297,2.5,1.0,2.0,98.0
155,1780226453025.444,1780226453025.444,center,0.0,center,0.0,0.0,113.05806587235472,28.66560614720526,113.05806587235472,28.66560614720526,196.042852199844,math,crop_rotate,local_roughness,0.16045653328919934,0.1594938867241994,0.15943436403611788,0.16170585126518772,0.16483876248158455,23720,0.09488,0,255,5.284148216247559,2.5,1.0,2.0,98.0
156,1780226453250.4724,1780226453250.4724,center,0.0,center,0.0,0.0,113.05805476277664,28.6656035585827,113.05805476277664,28.6656035585827,195.34783714115972,math,crop_rotate,local_roughness,0.10408912977773017,0.1159901869159164,0.11592126583174552,0.08962763015615587,0.14527728943583187,23881,0.095524,0,255,5.266047954559326,2.5,1.0,2.0,98.0
